competitorName,featureName,category,hasFeature,quality,implementationQuality,notes,website,description,industry,featureDescription,priority
Paribu,Public API,Services,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Public API özelliği,high
Paribu,AI Sentimentals,Other,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,AI Sentimentals özelliği,low
Paribu,Copy Trading,Trading,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Copy Trading özelliği,medium
Paribu,Trade Bots for Users,Trading,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Trade Bots for Users özelliği,low
Paribu,Auto-Invest (DCA),Trading,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Auto-Invest (DCA) özelliği,low
Paribu,Convert,Trading,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Convert özelliği,high
Paribu,Convert Small Assets,Trading,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Convert Small Assets özelliği,low
Paribu,Price Alarm,Other,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Price Alarm özelliği,low
Paribu,Locked Staking,Earn,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Locked Staking özelliği,low
Paribu,Flexible Staking,Earn,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Flexible Staking özelliği,low
Paribu,Loan Borrowing,Earn,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Loan Borrowing özelliği,low
Paribu,Referral,Social,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Referral özelliği,low
Paribu,Affiliate (KOL Program),Social,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Affiliate (KOL Program) özelliği,low
Paribu,Bug Bounty,Other,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Bug Bounty özelliği,low
Paribu,On-Ramp / Off-Ramp (3rd Party),Other,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,On-Ramp / Off-Ramp (3rd Party) özelliği,low
Paribu,Academy for Logged-in User,Services,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Academy for Logged-in User özelliği,low
Paribu,NFT / Marketplace,Services,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,NFT / Marketplace özelliği,medium
Paribu,Fan Token,Other,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Fan Token özelliği,low
Paribu,Gamification,Social,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Gamification özelliği,low
Paribu,Launchpool / Launchpad,Advanced,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Launchpool / Launchpad özelliği,low
Paribu,Social Feed (Square),Social,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Social Feed (Square) özelliği,low
Paribu,Pay (Payments),Services,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Pay (Payments) özelliği,medium
Paribu,API Management,Services,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,API Management özelliği,low
Paribu,Dual Investment,Trading,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Dual Investment özelliği,low
Paribu,On-chain Earn,Earn,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,On-chain Earn özelliği,low
Paribu,VIP Loan,Earn,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,VIP Loan özelliği,low
Paribu,TRY Nemalandırma,Other,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,TRY Nemalandırma özelliği,low
BTCTurk,Web App,Platform,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Web App özelliği,high
BTCTurk,Mobile App,Platform,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Mobile App özelliği,high
BTCTurk,Desktop App,Platform,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Desktop App özelliği,low
BTCTurk,Corporate Registration,Other,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Corporate Registration özelliği,low
BTCTurk,Stocks & Commodity and Forex Trading,Trading,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Stocks & Commodity and Forex Trading özelliği,low
BTCTurk,Tokenized Stocks,Other,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Tokenized Stocks özelliği,low
BTCTurk,Global Customers,Other,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Global Customers özelliği,low
BTCTurk,Crypto as a Services,Other,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Crypto as a Services özelliği,low
BTCTurk,Own Stablecoin,Advanced,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Own Stablecoin özelliği,low
BTCTurk,Own Chain,Advanced,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Own Chain özelliği,low
BTCTurk,Own Card,Advanced,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Own Card özelliği,low
BTCTurk,Sign up with Bank,Authentication,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Sign up with Bank özelliği,low
BTCTurk,Sign in with Bank,Authentication,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Sign in with Bank özelliği,low
BTCTurk,Sign in with Passkey,Authentication,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Sign in with Passkey özelliği,low
BTCTurk,Sign in with Gmail,Authentication,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Sign in with Gmail özelliği,low
BTCTurk,Sign in with Apple,Platform,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Sign in with Apple özelliği,low
BTCTurk,Sign in with Telegram,Authentication,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Sign in with Telegram özelliği,low
BTCTurk,Sign in with Wallet,Authentication,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Sign in with Wallet özelliği,low
BTCTurk,Login with QR,Authentication,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Login with QR özelliği,low
BTCTurk,Public API,Services,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Public API özelliği,high
BTCTurk,AI Sentimentals,Other,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,AI Sentimentals özelliği,low
BTCTurk,Copy Trading,Trading,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Copy Trading özelliği,medium
BTCTurk,Trade Bots for Users,Trading,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Trade Bots for Users özelliği,low
BTCTurk,Auto-Invest (DCA),Trading,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Auto-Invest (DCA) özelliği,low
BTCTurk,Convert,Trading,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Convert özelliği,high
BTCTurk,Convert Small Assets,Trading,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Convert Small Assets özelliği,low
BTCTurk,Price Alarm,Other,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Price Alarm özelliği,low
BTCTurk,Locked Staking,Earn,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Locked Staking özelliği,low
BTCTurk,Flexible Staking,Earn,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Flexible Staking özelliği,low
BTCTurk,Loan Borrowing,Earn,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Loan Borrowing özelliği,low
BTCTurk,Referral,Social,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Referral özelliği,low
BTCTurk,Affiliate (KOL Program),Social,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Affiliate (KOL Program) özelliği,low
BTCTurk,Bug Bounty,Other,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Bug Bounty özelliği,low
BTCTurk,On-Ramp / Off-Ramp (3rd Party),Other,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,On-Ramp / Off-Ramp (3rd Party) özelliği,low
BTCTurk,Academy for Logged-in User,Services,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Academy for Logged-in User özelliği,low
BTCTurk,NFT / Marketplace,Services,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,NFT / Marketplace özelliği,medium
BTCTurk,Fan Token,Other,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Fan Token özelliği,low
BTCTurk,Gamification,Social,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Gamification özelliği,low
BTCTurk,Launchpool / Launchpad,Advanced,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Launchpool / Launchpad özelliği,low
BTCTurk,Social Feed (Square),Social,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Social Feed (Square) özelliği,low
BTCTurk,Pay (Payments),Services,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Pay (Payments) özelliği,medium
BTCTurk,API Management,Services,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,API Management özelliği,low
BTCTurk,Dual Investment,Trading,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,Dual Investment özelliği,low
BTCTurk,On-chain Earn,Earn,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,On-chain Earn özelliği,low
BTCTurk,VIP Loan,Earn,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,VIP Loan özelliği,low
BTCTurk,TRY Nemalandırma,Other,No,none,none,Coverage Score: 11.6% - TR platform,https://btcturk.com,BTCTurk - TR kripto platformu,Cryptocurrency Exchange,TRY Nemalandırma özelliği,low
Bitexen,Web App,Platform,Yes,basic,basic,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Web App özelliği,high
Bitexen,Mobile App,Platform,Yes,basic,basic,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Mobile App özelliği,high
Bitexen,Desktop App,Platform,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Desktop App özelliği,low
Bitexen,Corporate Registration,Other,Yes,basic,basic,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Corporate Registration özelliği,low
Bitexen,Stocks & Commodity and Forex Trading,Trading,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Stocks & Commodity and Forex Trading özelliği,low
Bitexen,Tokenized Stocks,Other,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Tokenized Stocks özelliği,low
Bitexen,Global Customers,Other,Yes,basic,basic,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Global Customers özelliği,low
Bitexen,Crypto as a Services,Other,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Crypto as a Services özelliği,low
Bitexen,Own Stablecoin,Advanced,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Own Stablecoin özelliği,low
Bitexen,Own Chain,Advanced,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Own Chain özelliği,low
Bitexen,Own Card,Advanced,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Own Card özelliği,low
Bitexen,Sign up with Bank,Authentication,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Sign up with Bank özelliği,low
Bitexen,Sign in with Bank,Authentication,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Sign in with Bank özelliği,low
Bitexen,Sign in with Passkey,Authentication,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Sign in with Passkey özelliği,low
Bitexen,Sign in with Gmail,Authentication,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Sign in with Gmail özelliği,low
Bitexen,Sign in with Apple,Platform,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Sign in with Apple özelliği,low
Bitexen,Sign in with Telegram,Authentication,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Sign in with Telegram özelliği,low
Bitexen,Sign in with Wallet,Authentication,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Sign in with Wallet özelliği,low
Bitexen,Login with QR,Authentication,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Login with QR özelliği,low
Bitexen,Public API,Services,Yes,basic,basic,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Public API özelliği,high
Bitexen,AI Sentimentals,Other,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,AI Sentimentals özelliği,low
Bitexen,Copy Trading,Trading,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Copy Trading özelliği,medium
Bitexen,Trade Bots for Users,Trading,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Trade Bots for Users özelliği,low
Bitexen,Auto-Invest (DCA),Trading,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Auto-Invest (DCA) özelliği,low
Bitexen,Convert,Trading,Yes,basic,basic,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Convert özelliği,high
Bitexen,Convert Small Assets,Trading,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Convert Small Assets özelliği,low
Bitexen,Price Alarm,Other,Yes,basic,basic,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Price Alarm özelliği,low
Bitexen,Locked Staking,Earn,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Locked Staking özelliği,low
Bitexen,Flexible Staking,Earn,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Flexible Staking özelliği,low
Bitexen,Loan Borrowing,Earn,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Loan Borrowing özelliği,low
Bitexen,Referral,Social,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Referral özelliği,low
Bitexen,Affiliate (KOL Program),Social,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Affiliate (KOL Program) özelliği,low
Bitexen,Bug Bounty,Other,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Bug Bounty özelliği,low
Bitexen,On-Ramp / Off-Ramp (3rd Party),Other,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,On-Ramp / Off-Ramp (3rd Party) özelliği,low
Bitexen,Academy for Logged-in User,Services,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Academy for Logged-in User özelliği,low
Bitexen,NFT / Marketplace,Services,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,NFT / Marketplace özelliği,medium
Bitexen,Fan Token,Other,Yes,basic,basic,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Fan Token özelliği,low
Bitexen,Gamification,Social,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Gamification özelliği,low
Bitexen,Launchpool / Launchpad,Advanced,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Launchpool / Launchpad özelliği,low
Bitexen,Social Feed (Square),Social,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Social Feed (Square) özelliği,low
Bitexen,Pay (Payments),Services,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Pay (Payments) özelliği,medium
Bitexen,API Management,Services,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,API Management özelliği,low
Bitexen,Dual Investment,Trading,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,Dual Investment özelliği,low
Bitexen,On-chain Earn,Earn,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,On-chain Earn özelliği,low
Bitexen,VIP Loan,Earn,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,VIP Loan özelliği,low
Bitexen,TRY Nemalandırma,Other,No,none,none,Coverage Score: 9.3% - TR platform,https://bitexen.com,Bitexen - TR kripto platformu,Cryptocurrency Exchange,TRY Nemalandırma özelliği,low
Icrypex,Web App,Platform,Yes,basic,basic,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Web App özelliği,high
Icrypex,Mobile App,Platform,Yes,basic,basic,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Mobile App özelliği,high
Icrypex,Desktop App,Platform,No,none,none,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Desktop App özelliği,low
Icrypex,Corporate Registration,Other,Yes,basic,basic,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Corporate Registration özelliği,low
Icrypex,Stocks & Commodity and Forex Trading,Trading,No,none,none,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Stocks & Commodity and Forex Trading özelliği,low
Icrypex,Tokenized Stocks,Other,No,none,none,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Tokenized Stocks özelliği,low
Icrypex,Global Customers,Other,Yes,basic,basic,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Global Customers özelliği,low
Icrypex,Crypto as a Services,Other,No,none,none,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Crypto as a Services özelliği,low
Icrypex,Own Stablecoin,Advanced,No,none,none,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Own Stablecoin özelliği,low
Icrypex,Own Chain,Advanced,No,none,none,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Own Chain özelliği,low
Icrypex,Own Card,Advanced,No,none,none,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Own Card özelliği,low
Icrypex,Sign up with Bank,Authentication,No,none,none,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Sign up with Bank özelliği,low
Icrypex,Sign in with Bank,Authentication,No,none,none,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Sign in with Bank özelliği,low
Icrypex,Sign in with Passkey,Authentication,No,none,none,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Sign in with Passkey özelliği,low
Icrypex,Sign in with Gmail,Authentication,No,none,none,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Sign in with Gmail özelliği,low
Icrypex,Sign in with Apple,Platform,No,none,none,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Sign in with Apple özelliği,low
Icrypex,Sign in with Telegram,Authentication,No,none,none,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Sign in with Telegram özelliği,low
Icrypex,Sign in with Wallet,Authentication,No,none,none,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Sign in with Wallet özelliği,low
Icrypex,Login with QR,Authentication,No,none,none,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Login with QR özelliği,low
Icrypex,Public API,Services,Yes,basic,basic,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Public API özelliği,high
Icrypex,AI Sentimentals,Other,No,none,none,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,AI Sentimentals özelliği,low
Icrypex,Copy Trading,Trading,No,none,none,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Copy Trading özelliği,medium
Icrypex,Trade Bots for Users,Trading,No,none,none,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Trade Bots for Users özelliği,low
Icrypex,Auto-Invest (DCA),Trading,No,none,none,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Auto-Invest (DCA) özelliği,low
Icrypex,Convert,Trading,Yes,basic,basic,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Convert özelliği,high
Icrypex,Convert Small Assets,Trading,No,none,none,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Convert Small Assets özelliği,low
Icrypex,Price Alarm,Other,Yes,basic,basic,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Price Alarm özelliği,low
Icrypex,Locked Staking,Earn,No,none,none,Coverage Score: 9.3% - TR platform,https://icrypex.com,Icrypex - TR kripto platformu,Cryptocurrency Exchange,Locked Staking özelliği,low
